datetime,Open,High,Low,Close
01/07/22,18892.96,18919.25,18883.9,18919.25
02/07/22,19372.79,19402.11,19372.79,19382.88
03/07/22,19241.14,19250.11,19241.13,19249.57
04/07/22,19482.14,19560,19482.14,19540.87
05/07/22,19804.43,19815.68,19804.43,19815.67
06/07/22,20377.42,20414.11,20377.42,20393.62
07/07/22,20302.86,20306.85,20297.26,20303.99
08/07/22,21845,21847.25,21773.18,21773.18
09/07/22,21788.09,21819.2,21788.09,21819.2
10/07/22,21607.28,21615.89,21596.06,21611.27
11/07/22,20910.32,20910.32,20892.77,20892.78
12/07/22,20477.4,20500,20477.39,20500
13/07/22,19381.59,19414.92,19373.73,19403.46
14/07/22,19645.03,19645.03,19645.03,19645.03
15/07/22,20608.68,20616.74,20597.1,20597.1
16/07/22,21161.63,21161.63,21112,21128.12
17/07/22,21184.79,21184.79,21168.87,21168.87
18/07/22,21030.89,21031.94,21030.89,21031.94
19/07/22,21620.05,21641.72,21587.22,21587.22
20/07/22,23422.76,23422.76,23388.4,23388.4
21/07/22,23674.37,23674.37,23669.67,23669.67
22/07/22,23196.14,23207.8,23184.51,23197.8
23/07/22,22605.47,22605.47,22572.97,22597.43
24/07/22,22271.14,22276.51,22271.14,22275.72
25/07/22,22696.26,22711.15,22696.26,22711.15
26/07/22,21902.34,21915.52,21902.34,21910.3
27/07/22,20920.28,20947.28,20897.16,20947.28
28/07/22,22797.55,22797.77,22746.73,22771.66
29/07/22,23806.07,23815.78,23794.38,23794.38
30/07/22,23923.87,23926.51,23899.02,23907.81
31/07/22,23940.63,23940.63,23914.9,23914.9
01/08/22,23848.21,23858.82,23847.76,23847.76
02/08/22,22969.19,22969.19,22950,22959.71
03/08/22,22954.9,22970.8,22954.9,22965.1
04/08/22,23469.78,23478.49,23460.92,23460.92
05/08/22,22479.3,22479.3,22479.3,22479.3
06/08/22,22924.21,22939.71,22924.21,22924.91
07/08/22,23199.28,23207.95,23199.28,23207.95
08/08/22,23178.23,23178.23,23161.61,23164.21
09/08/22,23924.51,23942.47,23924.51,23927.09
10/08/22,23073.48,23073.55,23073.48,23073.55
11/08/22,23658,23679,23653,23673
12/08/22,24242,24250,24207,24211
13/08/22,24186,24194,24176,24176
14/08/22,24417,24419,24402,24402
15/08/22,24300,24300,24287,24295
16/08/22,23997,23997,23986,23986
17/08/22,23945,23945,23932,23932
18/08/22,23281,23287,23276,23276
19/08/22,23351,23353,23348,23350
20/08/22,21329,21354,21329,21346
21/08/22,20992,20997,20975,20989
22/08/22,21525,21525,21525,21525
23/08/22,21053,21055,21049,21055
24/08/22,21517,21526,21517,21526
25/08/22,21716,21728,21716,21727
26/08/22,21602,21616,21601,21616
27/08/22,20647,20658,20640,20652
28/08/22,20018,20027,20018,20023
29/08/22,19973,19980,19968,19968
30/08/22,20098,20110,20098,20107
31/08/22,19948,19963,19947,19963
01/09/22,20222,20225,20217,20217
02/09/22,19866,19876,19866,19874
03/09/22,19912,19912,19892,19892
04/09/22,19706,19711,19698,19698
05/09/22,19883,19900,19883,19895
06/09/22,19706,19712,19706,19712
07/09/22,18826,18834,18811,18834
08/09/22,18995,19011,18995,19011
09/09/22,19349,19360,19348,19360
10/09/22,21295,21302,21271,21271
11/09/22,21586,21592,21572,21582
12/09/22,21624,21625,21614,21614
13/09/22,22436,22436,22401,22402
14/09/22,20284,20319,20284,20312
15/09/22,19949,19969,19948,19969
16/09/22,19803,19803,19796,19803
17/09/22,19619,19633,19619,19633
18/09/22,20015,20017,20015,20017
19/09/22,19724,19735,19721,19734
20/09/22,19509,19569,19509,19561
21/09/22,18995,19010,18995,19008
22/09/22,19005,19013,18983,19004
23/09/22,19320,19329,19320,19327
24/09/22,18809,18825,18809,18821
25/09/22,19107,19116,19107,19112
26/09/22,18924,18924,18924,18924
27/09/22,19203,19208,19180,19186
28/09/22,19068,19068,19044,19044
29/09/22,19538,19540,19533,19535
30/09/22,19405,19429,19405,19429
01/10/22,19486,19493,19456,19462
02/10/22,19266,19267,19254,19254
03/10/22,19275,19275,19275,19275
04/10/22,19561,19561,19549,19551
05/10/22,20226,20237,20217,20217
06/10/22,20137,20146,20128,20129
07/10/22,20017,20017,19999,20017
08/10/22,19462,19465,19461,19465
09/10/22,19467,19471,19467,19471
10/10/22,19472,19472,19467,19467
11/10/22,19210,19213,19210,19213
12/10/22,18999,18999,18995,18996
13/10/22,19143,19147,19140,19140
14/10/22,19366,19375,19364,19365
15/10/22,19166,19189,19166,19188
16/10/22,19103,19103,19099,19099
17/10/22,19375,19376,19365,19376
18/10/22,19528,19528,19528,19528
19/10/22,19220,19235,19207,19228
20/10/22,19228,19231,19228,19231
21/10/22,19062,19066,19062,19065
22/10/22,19191,19202,19191,19202
23/10/22,19187,19187,19187,19187
24/10/22,19505,19505,19503,19503
25/10/22,19345,19345,19344,19344
26/10/22,20275,20303,20272,20303
27/10/22,20774,20788,20774,20781
28/10/22,20636,20636,20626,20635
29/10/22,20612,20630,20612,20624
30/10/22,20844,20847,20844,20844
31/10/22,20655,20661,20655,20661
01/11/22,20364,20373,20364,20372
02/11/22,20448,20448,20442,20442
03/11/22,20241,20242,20204,20204
04/11/22,20269,20269,20258,20258
05/11/22,21103,21125,21085,21087
06/11/22,21335,21335,21334,21334
07/11/22,21222,21225,21222,21222
08/11/22,20711,20715,20708,20715
09/11/22,18591,18717,18573,18713
10/11/22,16594,16628,16589,16617
11/11/22,17349,17349,17348,17348
12/11/22,16810,16810,16789,16789
13/11/22,16844,16845,16842,16842
14/11/22,16498,16498,16494,16494
15/11/22,16590,16590,16586,16590
16/11/22,16715,16717,16701,16717
17/11/22,16535,16535,16533,16533
18/11/22,16697,16699,16694,16695
19/11/22,16568,16571,16568,16571
20/11/22,16611,16619,16611,16618
21/11/22,16562,16564,16562,16562
22/11/22,15954,15960,15954,15960
23/11/22,16125,16134,16122,16134
24/11/22,16519,16519,16459,16459
25/11/22,16570,16580,16570,16580
26/11/22,16483,16484,16483,16484
27/11/22,16463,16463,16450,16450
28/11/22,16556,16557,16556,16557
29/11/22,16159,16162,16159,16162
30/11/22,16416,16418,16416,16418
01/12/22,16924,16942,16924,16942
02/12/22,16933,16934,16931,16932
03/12/22,16958,16958,16955,16955
04/12/22,16972,16972,16972,16972
05/12/22,17071,17071,17062,17063
06/12/22,17052,17057,17052,17057
07/12/22,16974,16982,16974,16977
08/12/22,16789,16791,16789,16790
09/12/22,17248,17273,17248,17273
10/12/22,17150,17150,17150,17150
11/12/22,17189,17190,17189,17190
12/12/22,17202,17211,17202,17209
13/12/22,17030,17031,17030,17031
14/12/22,17713,17713,17709,17710
15/12/22,18221,18303,18041,18171
16/12/22,17398,17406,17398,17406
17/12/22,16820,16820,16814,16814
18/12/22,16708,16708,16708,16708
19/12/22,16746,16751,16746,16748
20/12/22,16543,16544,16532,16544
21/12/22,16843,16843,16838,16838
22/12/22,16792,16793,16792,16793
23/12/22,16615,16617,16614,16615
24/12/22,16836,16837,16836,16837
25/12/22,16841,16845,16840,16840
26/12/22,16779,16779,16774,16774
27/12/22,16816,16816,16815,16816
28/12/22,16622,16622,16621,16622
29/12/22,16629,16629,16629,16629
30/12/22,16626,16628,16626,16628
31/12/22,16561,16563,16561,16563
01/01/23,16567,16568,16567,16568
02/01/23,16588,16588,16588,16588
03/01/23,16718,16719,16718,16719
04/01/23,16639,16640,16639,16640
05/01/23,16948,16977,16942,16977
06/01/23,16839,16839,16839,16839
07/01/23,16849,16851,16849,16851
08/01/23,16936,16936,16936,16936
09/01/23,16926,16926,16926,16926
10/01/23,17350,17350,17349,17349
11/01/23,17439,17441,17428,17428
12/01/23,17488,17495,17488,17495
13/01/23,18810,18836,18810,18823
14/01/23,19296,19297,19277,19277
15/01/23,20760,20768,20756,20761
16/01/23,20821,20823,20819,20823
17/01/23,21285,21292,21255,21255
18/01/23,21372,21372,21361,21361
19/01/23,20937,20937,20912,20913
20/01/23,20981,20988,20981,20983
21/01/23,21396,21396,21388,21388
22/01/23,23266,23266,23260,23264
23/01/23,22828,22832,22828,22831
24/01/23,22935,22964,22935,22953
25/01/23,23003,23004,22996,22996
26/01/23,22735,22738,22716,22716
27/01/23,23041,23045,23030,23030
28/01/23,23189,23190,23187,23190
29/01/23,23004,23004,23002,23002
30/01/23,23687,23695,23680,23680
31/01/23,23140,23140,23131,23131
01/02/23,23170,23177,23165,23175
02/02/23,23068,23131,22943,23063
03/02/23,24065,24069,24061,24069
04/02/23,23419,23423,23418,23423
05/02/23,23450,23455,23450,23454
06/02/23,22857,22860,22857,22859
07/02/23,23034,23034,23025,23025
08/02/23,22927,22930,22927,22930
09/02/23,22890,22890,22871,22871
10/02/23,22516,22523,22507,22507
11/02/23,21713,21721,21713,21721
12/02/23,21656,21663,21656,21663
13/02/23,21982,21985,21980,21985
14/02/23,21649,21661,21648,21661
15/02/23,22117,22117,22101,22101
16/02/23,22981,22989,22977,22979
17/02/23,24974,24994,24974,24994
18/02/23,24366,24372,24366,24369
19/02/23,24717,24724,24715,24723
20/02/23,24479,24479,24467,24467
21/02/23,24822,24824,24822,24824
22/02/23,24690,24690,24682,24682
23/02/23,23744,23814,23711,23744
24/02/23,23870,23870,23859,23859
25/02/23,23090,23090,23086,23086
26/02/23,22982,22987,22982,22987
27/02/23,23490,23490,23476,23476
28/02/23,23287,23287,23274,23274
01/03/23,23486,23493,23484,23493
02/03/23,23696,23697,23683,23692
03/03/23,23450,23467,23449,23467
04/03/23,22316,22317,22309,22309
05/03/23,22326,22326,22325,22325
06/03/23,22437,22438,22436,22438
07/03/23,22504,22504,22504,22504
08/03/23,22199,22202,22199,22201
09/03/23,22020,22025,22020,22021
10/03/23,21006,21006,20959,20959
11/03/23,19849,19876,19849,19874
12/03/23,20458,20458,20450,20454
13/03/23,21084,21118,21065,21068
14/03/23,24400,24412,24379,24383
15/03/23,25134,25176,25042,25068
16/03/23,24430,24430,24393,24409
17/03/23,25022,25022,24995,24995
18/03/23,26892,26893,26837,26837
19/03/23,27419,27424,27419,27423
20/03/23,28345,28354,28331,28354
21/03/23,27866,27894,27866,27894
22/03/23,28204,28227,28204,28217
23/03/23,26739,26830,26688,26825
24/03/23,28425,28425,28325,28340
25/03/23,27852,27858,27842,27858
26/03/23,27246,27250,27244,27250
27/03/23,27852,27852,27839,27844
28/03/23,26980,27031,26973,27027
29/03/23,27453,27486,27452,27453
30/03/23,28422,28422,28399,28402
31/03/23,28005,28005,27970,27970
01/04/23,28462,28462,28442,28442
02/04/23,28398,28399,28398,28399
03/04/23,27951,27954,27933,27954
04/04/23,28104,28105,28090,28090
05/04/23,28201,28201,28186,28186
06/04/23,28248,28257,28241,28257
07/04/23,28031,28031,28021,28021
08/04/23,27920,27921,27920,27921
09/04/23,27947,27948,27947,27948
10/04/23,28174,28182,28174,28182
11/04/23,29194,29235,29194,29235
12/04/23,30158,30163,30088,30125
13/04/23,29818,29818,29798,29798
14/04/23,30365,30366,30365,30365
15/04/23,30347,30347,30315,30318
16/04/23,30368,30382,30362,30363
17/04/23,30338,30361,30338,30361
18/04/23,29484,29484,29480,29482
19/04/23,30234,30234,30213,30213
20/04/23,29225,29250,29225,29250
21/04/23,28088,28100,28058,28092
22/04/23,27276,27278,27251,27278
23/04/23,27628,27628,27628,27628
24/04/23,27474,27475,27454,27454
25/04/23,27382,27382,27371,27374
26/04/23,27629,27629,27625,27625
27/04/23,27891,27891,27598,27610
28/04/23,29701,29701,29666,29668
29/04/23,29338,29350,29337,29341
30/04/23,29262,29263,29254,29254
01/05/23,29374,29374,29363,29363
02/05/23,27809,27857,27806,27857
03/05/23,28705,28721,28705,28721
04/05/23,28324,28332,28317,28325
05/05/23,28907,28907,28870,28870
06/05/23,29589,29613,29589,29595
07/05/23,28919,28922,28916,28922
08/05/23,28957,28960,28957,28958
09/05/23,27358,27397,27328,27394
10/05/23,27729,27733,27713,27720
11/05/23,27702,27711,27702,27711
12/05/23,26854,26861,26839,26845
13/05/23,26484,26484,26454,26454
14/05/23,26853,26853,26853,26853
15/05/23,26890,26892,26882,26892
16/05/23,27424,27424,27416,27416
17/05/23,26933,26942,26931,26931
18/05/23,27409,27409,27409,27409
19/05/23,26726,26732,26719,26726
20/05/23,26838,26838,26836,26836
21/05/23,27082,27082,27082,27082
22/05/23,26921,26921,26921,26921
23/05/23,26856,26870,26856,26868
24/05/23,27187,27187,27184,27184
25/05/23,26243,26254,26243,26254
26/05/23,26474,26498,26474,26498
27/05/23,26782,26791,26782,26791
28/05/23,26743,26750,26743,26750
29/05/23,27531,27550,27531,27549
30/05/23,27641,27642,27638,27642
31/05/23,27863,27863,27859,27859
01/06/23,27024,27024,27013,27021
02/06/23,26876,26876,26864,26875
03/06/23,27248,27253,27242,27253
04/06/23,27103,27113,27101,27112
05/06/23,27223,27223,27222,27223
06/06/23,25618,25643,25618,25643
07/06/23,27109,27141,27109,27132
08/06/23,26481,26490,26477,26477
09/06/23,26537,26542,26534,26535
10/06/23,26406,26414,26406,26413
11/06/23,25760,25770,25750,25770
12/06/23,26048,26056,26048,26054
13/06/23,25820,25835,25804,25835
14/06/23,25894,25894,25884,25889
15/06/23,25865,25870,25853,25870
16/06/23,25435,25457,25435,25457
17/06/23,26362,26390,26361,26390
18/06/23,26471,26493,26471,26490
19/06/23,26643,26685,26643,26677
20/06/23,26686,26686,26670,26672
21/06/23,28004,28010,27982,28010
22/06/23,30137,30162,30125,30125
23/06/23,30225,30252,30225,30233
24/06/23,30914,30914,30904,30905
25/06/23,30642,30642,30616,30616
26/06/23,30440,30440,30440,30440
27/06/23,30272,30283,30272,30281
28/06/23,30678,30678,30670,30678
29/06/23,30094,30127,30094,30127
30/06/23,30584,30613,30584,30613
01/07/23,30364,30408,30364,30379
02/07/23,30616,30616,30616,30616
03/07/23,30564,30564,30563,30563
04/07/23,31259,31264,31241,31242
05/07/23,30700,30701,30691,30691
06/07/23,30439,30439,30436,30436
07/07/23,30311,30315,30300,30307
08/07/23,30248,30248,30230,30230
09/07/23,30115,30123,30114,30123
10/07/23,30249,30249,30247,30248
11/07/23,30840,30899,30837,30899
12/07/23,30582,30597,30582,30597
13/07/23,30277,30277,30252,30253
14/07/23,31637,31644,31609,31644
15/07/23,30137,30139,30106,30139
16/07/23,30340,30340,30327,30327
17/07/23,30268,30270,30259,30259
18/07/23,29893,29922,29889,29911
19/07/23,29712,29750,29712,29750
20/07/23,30045,30055,30038,30055
21/07/23,29752,29759,29752,29759
22/07/23,29876,29876,29865,29872
23/07/23,29841,29841,29832,29832
24/07/23,30089,30109,30089,30108
25/07/23,29107,29130,29107,29130
26/07/23,29198,29203,29191,29191
27/07/23,29405,29416,29405,29407
28/07/23,29158,29171,29145,29150
29/07/23,29314,29315,29313,29315
30/07/23,29338,29345,29338,29345
31/07/23,29190,29190,29159,29170
01/08/23,29153,29169,29151,29169
02/08/23,29261,29261,29253,29253
03/08/23,29126,29131,29122,29127
04/08/23,29255,29255,29255,29255
05/08/23,28990,28990,28978,28978
06/08/23,29037,29037,29037,29037
07/08/23,29053,29053,29053,29053
08/08/23,29119,29136,29119,29136
09/08/23,29890,29909,29887,29908
10/08/23,29395,29395,29366,29393
11/08/23,29398,29400,29392,29400
12/08/23,29363,29363,29360,29363
13/08/23,29401,29401,29400,29400
14/08/23,29422,29422,29421,29421
15/08/23,29329,29329,29321,29321
16/08/23,29147,29147,29130,29130
17/08/23,29079,29079,29068,29068
18/08/23,27855,27878,27855,27874
19/08/23,26045,26057,26045,26057
20/08/23,26126,26136,26125,26136
21/08/23,26137,26137,26137,26137
22/08/23,26098,26124,26097,26124
23/08/23,25776,25806,25776,25806
24/08/23,26619,26619,26544,26552
25/08/23,26025,26041,26023,26041
26/08/23,25945,25949,25945,25949
27/08/23,26026,26026,26025,26025
28/08/23,26113,26113,26113,26113
29/08/23,25975,25976,25975,25976
30/08/23,27855,27855,27855,27855
31/08/23,27198,27201,27188,27192
01/09/23,26147,26147,26124,26128
02/09/23,25628,25631,25621,25631
03/09/23,25825,25825,25825,25825
04/09/23,26002,26020,26002,26004
05/09/23,25885,25896,25885,25896
06/09/23,25675,25689,25675,25684
07/09/23,25670,25670,25666,25670
08/09/23,25871,25884,25871,25882
09/09/23,25886,25886,25877,25877
10/09/23,25866,25866,25866,25866
11/09/23,25790,25790,25777,25777
12/09/23,25010,25025,24997,24997
13/09/23,26071,26071,26062,26062
14/09/23,26150,26154,26150,26154
15/09/23,26689,26689,26689,26689
16/09/23,26407,26412,26407,26407
17/09/23,26538,26543,26533,26535
18/09/23,26512,26513,26512,26512
19/09/23,26830,26840,26830,26840
20/09/23,27198,27198,27182,27182
21/09/23,26950,26950,26933,26933
22/09/23,26588,26588,26588,26588
23/09/23,26542,26542,26541,26541
24/09/23,26613,26613,26613,26613
25/09/23,26455,26455,26441,26441
26/09/23,26335,26348,26335,26348
27/09/23,26232,26249,26232,26249
28/09/23,26239,26239,26234,26236
29/09/23,27094,27118,27086,27118
30/09/23,26920,26920,26920,26920
01/10/23,27031,27031,27029,27029
02/10/23,27109,27110,27107,27108
03/10/23,27956,27961,27955,27960
04/10/23,27280,27315,27271,27315
05/10/23,27623,27623,27611,27611
06/10/23,27481,27499,27481,27499
07/10/23,27975,27992,27968,27968
08/10/23,27882,27882,27882,27882
09/10/23,27911,27911,27911,27911
10/10/23,27611,27618,27611,27618
11/10/23,27406,27406,27399,27399
12/10/23,26755,26762,26753,26762
13/10/23,26704,26709,26698,26709
14/10/23,26770,26771,26770,26771
15/10/23,26862,26862,26862,26862
16/10/23,27045,27045,27033,27033
17/10/23,28478,28490,28478,28490
18/10/23,28531,28539,28527,28527
19/10/23,28258,28258,28236,28236
20/10/23,28780,28799,28765,28765
21/10/23,29578,29585,29552,29555
22/10/23,30164,30179,30164,30164
23/10/23,29860,29861,29860,29860
24/10/23,31378,31386,31374,31386
25/10/23,33787,33808,33766,33808
26/10/23,34738,34787,34734,34757
27/10/23,34035,34082,34035,34064
28/10/23,33707,33708,33707,33708
29/10/23,34124,34128,34116,34128
30/10/23,34587,34587,34587,34587
31/10/23,34447,34447,34445,34445
01/11/23,34541,34543,34519,34522
02/11/23,34575,34579,34549,34563
03/11/23,35015,35031,35006,35030
04/11/23,34546,34557,34506,34514
05/11/23,34753,34754,34736,34750
06/11/23,35052,35052,35046,35050
07/11/23,34957,34963,34953,34963
08/11/23,35401,35467,35401,35431
09/11/23,35598,35615,35598,35613
10/11/23,36374,36374,36360,36367
11/11/23,37274,37290,37262,37262
12/11/23,37138,37139,37122,37122
13/11/23,37170,37170,37160,37161
14/11/23,36757,36767,36757,36767
15/11/23,35253,35302,35212,35229
16/11/23,37383,37383,37342,37353
17/11/23,36224,36258,36224,36258
18/11/23,36485,36520,36485,36492
19/11/23,36739,36739,36739,36739
20/11/23,36882,36882,36843,36863
21/11/23,37554,37556,37543,37549
22/11/23,36908,36924,36871,36924
23/11/23,37203,37271,37203,37262
24/11/23,37286,37286,37272,37272
25/11/23,37745,37745,37733,37733
26/11/23,37841,37841,37840,37840
27/11/23,37258,37265,37258,37264
28/11/23,36974,36979,36973,36979
29/11/23,38023,38037,38022,38022
30/11/23,37866,37867,37854,37854
01/12/23,37750,37759,37748,37759
02/12/23,38721,38723,38715,38716
03/12/23,38898,38915,38897,38915
04/12/23,39560,39560,39559,39560
05/12/23,41725,41753,41719,41743
06/12/23,43726,43766,43715,43715
07/12/23,43941,43954,43936,43951
08/12/23,43317,43319,43309,43309
09/12/23,43822,43822,43808,43815
10/12/23,43983,43983,43965,43967
11/12/23,43831,43836,43831,43836
12/12/23,41008,41013,40964,40972
13/12/23,41263,41300,41260,41260
14/12/23,42133,42243,42133,42243
15/12/23,42867,42896,42861,42892
16/12/23,42097,42098,42088,42088
17/12/23,42448,42450,42440,42440
18/12/23,42119,42119,42094,42095
19/12/23,41623,41639,41623,41639
20/12/23,42173,42180,42167,42170
21/12/23,44161,44261,44161,44261
22/12/23,43623,43663,43609,43658
23/12/23,43986,43986,43943,43943
24/12/23,43825,43828,43825,43828
25/12/23,43697,43699,43696,43699
26/12/23,43437,43450,43437,43450
27/12/23,42127,42140,42105,42115
28/12/23,43206,43213,43184,43184
29/12/23,42491,42507,42489,42504
30/12/23,42067,42084,42064,42064
31/12/23,42411,42411,42381,42386
01/01/24,42652,42655,42651,42651
02/01/24,43147,43147,43147,43147
03/01/24,45185,45213,45162,45197
04/01/24,42284,42389,42284,42332
05/01/24,44095,44129,44095,44128
06/01/24,43641,43646,43600,43603
07/01/24,44032,44032,44025,44030
08/01/24,44123,44123,44123,44123
09/01/24,47008,47056,46950,46956
10/01/24,46656,46673,46656,46668
11/01/24,46573,46573,46473,46473
12/01/24,46606,46606,46557,46557
13/01/24,43422,43422,43387,43400
14/01/24,42823,42831,42821,42824
15/01/24,42886,42886,42878,42878
16/01/24,42948,42948,42933,42933
17/01/24,43016,43048,43016,43045
18/01/24,42568,42573,42551,42572
19/01/24,41447,41470,41415,41415
20/01/24,41766,41771,41733,41743
21/01/24,41585,41586,41577,41577
22/01/24,41664,41665,41664,41665
23/01/24,40260,40298,40176,40298
24/01/24,39085,39169,39085,39120
25/01/24,39742,39786,39738,39778
26/01/24,39821,39826,39803,39819
27/01/24,42105,42106,42091,42098
28/01/24,41803,41807,41795,41806
29/01/24,41963,41964,41946,41946
30/01/24,43019,43066,43015,43041
31/01/24,43374,43395,43374,43384
01/02/24,43500,43511,43421,43421
02/02/24,42838,42856,42838,42848
03/02/24,42900,42917,42900,42908
04/02/24,43051,43063,43049,43051
05/02/24,42770,42777,42770,42777
06/02/24,42686,42686,42662,42663
07/02/24,43180,43183,43170,43170
08/02/24,43630,43660,43630,43649
09/02/24,45305,45327,45305,45325
10/02/24,47600,47612,47567,47567
11/02/24,47353,47360,47353,47360
12/02/24,48294,48295,48278,48278
13/02/24,49742,49752,49729,49739
14/02/24,49125,49125,49100,49106
15/02/24,51483,51495,51482,51491
16/02/24,51997,51997,51979,51982
17/02/24,51992,51997,51986,51994
18/02/24,51283,51290,51283,51290
19/02/24,51814,51820,51814,51819
20/02/24,51932,51932,51916,51916
21/02/24,51516,51529,51506,51511
22/02/24,50838,50838,50681,50704
23/02/24,51699,51699,51662,51667
24/02/24,51094,51095,51094,51095
25/02/24,51440,51472,51440,51472
26/02/24,51571,51572,51571,51572
27/02/24,53635,53640,53594,53622
28/02/24,57160,57190,57160,57180
29/02/24,61130,61358,61130,61358
01/03/24,60791,60848,60736,60823
02/03/24,62363,62379,62350,62350
03/03/24,62084,62114,62084,62114
04/03/24,62865,62879,62844,62849
05/03/24,66667,66697,66606,66645
06/03/24,64021,64113,64008,64112
07/03/24,67170,67170,67101,67137
08/03/24,67703,67781,67689,67760
09/03/24,68716,68771,68716,68755
10/03/24,68417,68435,68415,68425
11/03/24,69529,69529,69494,69509
12/03/24,72074,72074,71947,72007
13/03/24,71475,71475,71393,71417
14/03/24,73484,73511,73353,73373
15/03/24,69284,69586,69251,69535
16/03/24,68980,69002,68857,68914
17/03/24,66879,66960,66879,66960
18/03/24,68505,68521,68459,68460
19/03/24,66952,67063,66952,67063
20/03/24,64382,64489,64381,64449
21/03/24,65786,65846,65666,65666
22/03/24,65205,65205,65055,65081
23/03/24,63884,63951,63874,63891
24/03/24,64961,64961,64935,64935
25/03/24,65884,65885,65805,65805
26/03/24,71095,71213,71070,71185
27/03/24,69456,69574,69425,69488
28/03/24,68579,68682,68579,68678
29/03/24,70850,70899,70806,70821
30/03/24,69702,69738,69697,69730
31/03/24,69904,69933,69904,69913
01/04/24,71088,71106,71085,71091
02/04/24,69720,69727,69618,69669
03/04/24,65938,65958,65897,65912
04/04/24,65831,65863,65822,65837
05/04/24,68520,68598,68520,68598
06/04/24,67412,67452,67392,67401
07/04/24,68298,68298,68266,68266
08/04/24,69073,69074,68996,69046
09/04/24,71778,71787,71743,71767
10/04/24,68939,69003,68939,69000
11/04/24,70075,70075,69994,69994
12/04/24,70483,70542,70469,70529
13/04/24,66861,66861,66731,66815
14/04/24,64759,64929,64733,64862
15/04/24,64219,64219,64150,64192
16/04/24,63316,63453,63313,63453
17/04/24,62717,62728,62698,62728
18/04/24,60996,61132,60968,61060
19/04/24,63545,63545,63427,63442
20/04/24,64341,64341,64249,64275
21/04/24,64918,64925,64909,64915
22/04/24,64553,64568,64392,64423
23/04/24,66558,66566,66535,66536
24/04/24,66485,66485,66441,66454
25/04/24,63946,64085,63946,64085
26/04/24,64713,64770,64701,64770
27/04/24,63719,63843,63718,63843
28/04/24,63317,63329,63317,63328
29/04/24,63707,63707,63676,63689
30/04/24,62965,63000,62940,62985
01/05/24,59160,59588,59160,59574
02/05/24,56879,57080,56879,57080
03/05/24,59341,59341,59292,59299
04/05/24,62100,62132,62033,62033
05/05/24,63923,63947,63923,63936
06/05/24,63880,63880,63867,63867
07/05/24,63218,63220,63190,63220
08/05/24,63043,63056,63018,63018
09/05/24,62147,62200,62147,62175
10/05/24,62440,62470,62409,62412
11/05/24,60644,60645,60599,60607
12/05/24,61128,61138,61112,61112
13/05/24,61388,61413,61388,61404
14/05/24,63166,63177,63116,63116
15/05/24,61556,61559,61523,61528
16/05/24,66083,66144,66040,66057
17/05/24,65214,65225,65200,65216
18/05/24,67075,67075,66957,66957
19/05/24,66935,66936,66908,66908
20/05/24,66032,66109,66019,66109
21/05/24,70057,70421,70057,70400
22/05/24,69241,69259,69237,69237
23/05/24,69664,69732,69664,69702
24/05/24,67118,67118,66343,66564
25/05/24,69110,69196,69110,69162
26/05/24,69170,69170,69170,69170
27/05/24,68864,68864,68863,68863
28/05/24,69188,69228,69125,69127
29/05/24,68341,68371,68299,68358
30/05/24,67199,67254,67192,67218
31/05/24,68648,68648,68503,68514
01/06/24,67584,67662,67584,67654
02/06/24,67684,67693,67678,67692
03/06/24,67700,67716,67697,67716
04/06/24,69190,69214,69146,69173
05/06/24,70444,70444,70369,70390
06/06/24,71312,71367,71312,71344
07/06/24,70451,70452,70386,70409
08/06/24,69213,69213,69150,69179
09/06/24,69456,69456,69455,69456
10/06/24,69713,69721,69713,69721
11/06/24,69488,69488,69417,69437
12/06/24,67320,67352,67306,67320
13/06/24,67543,67555,67467,67486
14/06/24,66577,66614,66551,66614
15/06/24,65486,65513,65432,65479
16/06/24,66113,66114,66100,66100
17/06/24,66501,66501,66501,66501
18/06/24,66660,66722,66625,66722
19/06/24,64371,64457,64289,64289
20/06/24,64855,64882,64855,64882
21/06/24,65042,65048,64992,65044
22/06/24,64195,64298,64195,64298
23/06/24,64275,64281,64275,64281
24/06/24,64121,64121,64109,64109
25/06/24,59272,59606,59221,59537
26/06/24,62026,62082,62010,62082
27/06/24,60954,60989,60919,60988
28/06/24,61380,61401,61380,61401
29/06/24,59980,60069,59923,60069
30/06/24,60958,60958,60933,60933
01/07/24,61931,61943,61925,61925
02/07/24,63167,63167,63118,63118
03/07/24,61902,61902,61864,61864
04/07/24,59623,59694,59623,59669
05/07/24,58251,58267,58250,58250
06/07/24,56454,56498,56454,56498
07/07/24,57847,57847,57840,57843
08/07/24,57139,57139,57112,57112
09/07/24,56493,56493,56449,56449
10/07/24,57874,57874,57848,57848
11/07/24,57398,57411,57396,57411
12/07/24,57370,57397,57357,57397
13/07/24,57601,57666,57601,57666
14/07/24,58616,58616,58613,58613
15/07/24,59929,59929,59929,59929
16/07/24,63435,63466,63397,63423
17/07/24,65205,65205,65121,65140
18/07/24,64632,64632,64560,64568
19/07/24,63540,63569,63516,63516
20/07/24,67213,67264,66999,67019
21/07/24,67261,67287,67261,67278
22/07/24,67452,67489,67429,67443
23/07/24,68276,68298,68198,68198
24/07/24,65540,65612,65532,65532
25/07/24,65652,65765,65652,65735
26/07/24,64674,64707,64670,64677
27/07/24,68003,68025,67940,67944
28/07/24,68266,68266,67974,67994
