datetime,Open,High,Low,Close
04/08/21,38005.47,38060.5,37936.57,38060.5
05/08/21,39797.62,39818.58,39785.63,39818.58
06/08/21,40756.27,40856.29,40756.27,40843.95
07/08/21,42935.59,42988.03,42935.59,42966.31
08/08/21,43968.11,44092,43880.18,44092
09/08/21,43746.45,43803.87,43710.9,43743.16
10/08/21,45995.58,46068.24,45950.7,46068.24
11/08/21,45529.93,45537.23,45529.43,45533.07
12/08/21,46471.59,46519,46430.14,46492.45
13/08/21,44407.42,44438.22,44390.96,44427.32
14/08/21,46467.5,46483.73,46439.25,46440.4
15/08/21,47087.83,47087.83,46953,46960
16/08/21,46398.22,46398.22,46372.2,46372.2
17/08/21,46060,46123.15,46039.54,46094.43
18/08/21,45455.69,45462.25,45342.49,45371.05
19/08/21,44880,44910.08,44862.57,44901.75
20/08/21,46745.28,46860.5,46743.5,46834.01
21/08/21,48680.71,48680.71,48673.32,48676.33
22/08/21,48986.08,49054.52,48986.08,49054.52
23/08/21,48678.31,48678.31,48620.8,48658.34
24/08/21,49239.4,49239.4,49174.49,49201.32
25/08/21,48245.57,48245.57,48211.93,48226.42
26/08/21,48697.99,48789.7,48697.99,48789.7
27/08/21,46944.84,46956.38,46899,46933.45
28/08/21,48332.44,48353.85,48328.72,48347.8
29/08/21,48694.06,48694.06,48669.92,48672.48
30/08/21,48846.64,48880.05,48846.64,48876.78
31/08/21,48650,48691.41,48650,48670.9
01/09/21,47306.81,47324.65,47252.75,47252.75
02/09/21,48150,48255.53,48122.71,48247.65
03/09/21,49355.24,49356.03,49301.88,49301.88
04/09/21,50542,50557.92,50489,50489
05/09/21,50023.26,50023.26,49989.84,49989.84
06/09/21,50729.52,50729.58,50729.52,50729.58
07/09/21,51750,51756.78,51750,51753.99
08/09/21,46700,46802.68,46700,46775.85
09/09/21,46466.52,46470.5,46359.88,46375.97
10/09/21,46593.8,46612.17,46567.54,46567.54
11/09/21,45656.3,45691.93,45656.3,45691.88
12/09/21,45334.7,45408.35,45306.89,45408.35
13/09/21,45897.2,45897.2,45879.79,45881.79
14/09/21,44769.39,44824.37,44769.39,44815.19
15/09/21,46499.51,46506.3,46482.59,46497.77
16/09/21,48110.99,48126.29,48095.75,48102.1
17/09/21,47458.37,47467.44,47411.02,47411.02
18/09/21,47515.32,47572.74,47498,47498
19/09/21,48254.4,48254.4,48216.92,48220.95
20/09/21,47374.04,47374.04,47321.73,47334.75
21/09/21,43838.73,43891.19,43799.02,43891.19
22/09/21,41995.36,42021.68,41892.81,41932.68
23/09/21,43450.49,43450.49,43375,43379.31
24/09/21,44807.49,44852.74,44807.49,44852.74
25/09/21,42416.81,42442.83,42372.84,42433.39
26/09/21,42723.22,42725.01,42700.19,42702
27/09/21,43312.1,43315.75,43312.1,43313.04
28/09/21,43042.79,43042.79,42995.73,43019.87
29/09/21,41622.4,41648.23,41583.91,41626.32
30/09/21,41175.95,41175.95,41164.87,41171.84
01/10/21,43545.62,43658.3,43545.62,43647.85
02/10/21,48058.24,48079,47987.05,47992.29
03/10/21,48276.12,48276.12,48237.39,48237.39
04/10/21,48841.41,48852.33,48827.96,48827.96
05/10/21,49424.19,49499.98,49414.07,49447.11
06/10/21,51231.48,51312.74,51231.48,51291.6
07/10/21,55080.67,55178.05,55080.62,55162.92
08/10/21,53991.95,54032.39,53991.95,54021.33
09/10/21,54692.17,54710.35,54654.96,54654.96
10/10/21,54669.39,54669.39,54557.64,54557.64
11/10/21,55486.91,55531.06,55449.41,55483.08
12/10/21,57479.84,57479.84,57400,57404.57
13/10/21,55316.92,55316.92,55241.41,55269.72
14/10/21,57281,57346.46,57272.56,57280.1
15/10/21,57877.42,57900,57823.93,57830.85
16/10/21,61445.79,61466.9,61400.54,61400.54
17/10/21,60841.56,60911.07,60841.05,60911.07
18/10/21,60488.09,60498.01,60447.21,60452.01
19/10/21,61413.68,61413.68,61334.35,61334.35
20/10/21,64232.16,64232.16,64047.47,64047.47
21/10/21,66429.76,66455.6,66343.45,66343.45
22/10/21,62834.33,62912.34,62773.98,62841.45
23/10/21,61018.92,61028.72,60900,60909.35
24/10/21,60989.45,61010.06,60967.23,60967.25
25/10/21,60632.44,60750.3,60625.85,60715.51
26/10/21,62691.9,62761.74,62691.9,62744.71
27/10/21,61996.87,61996.87,61930.78,61960.86
28/10/21,59139.64,59189.55,59102.44,59160.81
29/10/21,61340,61515.13,61340,61500
30/10/21,62574.63,62741.72,62446.47,62497.06
31/10/21,61762.41,61762.41,61752.05,61759.29
01/11/21,60726.59,60726.59,60663.63,60663.63
02/11/21,61499.7,61499.7,61343.38,61439.85
03/11/21,63612.72,63627.32,63466.8,63474.01
04/11/21,62874.83,62880.68,62803.49,62880.68
05/11/21,61277.48,61278.84,61210.84,61232.09
06/11/21,61158.48,61158.48,61059.22,61060.34
07/11/21,61247.3,61274,61195.51,61258.67
08/11/21,62500.69,62508.6,62463.38,62476.89
09/11/21,65953.78,65969.98,65946.81,65968.4
10/11/21,66549.91,66669.04,66549.91,66669.04
11/11/21,67777.9,67876.46,67759.85,67862.25
12/11/21,64777.53,64858.59,64771.24,64855.31
13/11/21,63908.14,63931.03,63908.14,63927.68
14/11/21,64142.33,64159.39,64047.82,64106.12
15/11/21,64025.45,64034.28,64020.62,64033.41
16/11/21,63812.17,63812.17,63730.48,63751.69
17/11/21,59946.59,60127.88,59874.74,60121.2
18/11/21,60490.78,60511.33,60423.75,60484.73
19/11/21,58014.86,58051.77,57991.85,58037.66
20/11/21,57960.44,57992.55,57932.63,57932.63
21/11/21,59490.18,59585.93,59474.99,59490
22/11/21,59524.85,59563.56,59524.85,59539.13
23/11/21,56477.4,56524.14,56477.4,56491.45
24/11/21,57436.58,57611.71,57429.65,57611.71
25/11/21,56818.58,56818.58,56795.29,56806.34
26/11/21,59170.62,59192.69,59139.04,59145.71
27/11/21,54112.41,54112.41,53999.3,54093.41
28/11/21,55008.25,55043.37,55008.25,55026.57
29/11/21,54177.02,54197.86,54111.91,54111.91
30/11/21,58706.02,58706.02,58678.59,58678.59
01/12/21,58383.09,58383.96,58240.12,58240.12
02/12/21,57470.64,57551.85,57469.46,57551.85
03/12/21,56756.6,56756.6,56677.69,56677.69
04/12/21,54861.55,54874.52,54834.75,54852.64
05/12/21,48948.84,48970.15,48850.36,48860.99
06/12/21,49178.07,49238.59,49178.07,49227.81
07/12/21,49263.48,49313.72,49263.48,49286.29
08/12/21,50957.63,50960.67,50918.17,50936.03
09/12/21,50616.92,50654.67,50557.94,50558.76
10/12/21,47780.43,47847.08,47746.49,47837.8
11/12/21,47840.44,47866.05,47814.25,47866.05
12/12/21,48713.47,48728.99,48702.81,48723.12
13/12/21,50547.37,50547.37,50513.88,50539.07
14/12/21,47405.1,47424.32,47374.73,47393.34
15/12/21,46682.9,46718.95,46667.14,46718.95
16/12/21,47829.28,47829.28,47340,47571.93
17/12/21,47999.48,48012.09,47982,47995.58
18/12/21,47004.98,47004.98,46978.52,46991.29
19/12/21,46779.11,46784,46735.53,46735.53
20/12/21,47116.82,47116.82,47116.45,47116.45
21/12/21,46294.87,46294.87,46257.27,46262.86
22/12/21,48446.76,48463.77,48438.6,48463.77
23/12/21,48592.86,48592.86,48519.72,48519.72
24/12/21,50595.54,50664.86,50583.26,50664.86
25/12/21,51631.11,51751.48,51631,51730.54
26/12/21,51035.8,51098.56,51035.8,51059.72
27/12/21,50403.76,50415.51,50403.76,50415.51
28/12/21,51708.8,51739.98,51691.55,51708.17
29/12/21,47799.48,47799.69,47717.37,47749.07
30/12/21,47547.85,47557.08,47547.85,47557.08
31/12/21,47895.43,47897.12,47835.07,47835.07
01/01/22,46659.24,46674.91,46588.98,46588.98
02/01/22,47609.27,47617.47,47609.27,47617.47
03/01/22,47058.9,47067,46978,47029.48
04/01/22,46503.28,46503.28,46465.49,46465.49
05/01/22,45717.81,45717.81,45664.42,45669.55
06/01/22,45904.12,45925.19,45903.8,45925.19
07/01/22,43387.55,43387.55,43315.08,43344.38
08/01/22,41752.5,41752.5,41715.54,41715.54
09/01/22,40668.89,40784.41,40588.88,40628.27
10/01/22,41986.2,41988.88,41966.36,41968.15
11/01/22,41617.89,41643.4,41554.01,41562.14
12/01/22,42762.19,42770.42,42754.03,42764.23
13/01/22,43618.04,43630.6,43598.68,43630.6
14/01/22,42727,42765.83,42693.85,42765.83
15/01/22,43100.44,43102.96,43081.7,43084.89
16/01/22,43361.79,43380.5,43358.17,43358.17
17/01/22,43091.86,43105.84,43091.86,43105.84
18/01/22,42204.81,42223.16,42204.81,42223.16
19/01/22,41622.13,41668.62,41622.13,41642.99
20/01/22,42000.58,42048.57,41980.94,42033.53
21/01/22,42868.2,42892.85,42800,42862.81
22/01/22,38336.33,38349.56,38294.12,38349.56
23/01/22,34412.93,34470.92,34412.93,34458.78
24/01/22,34954,35072.43,34954,35072.43
25/01/22,36188.7,36212.48,36154.52,36186
26/01/22,37335.86,37365.15,37292.98,37365.15
27/01/22,37981.7,38485,37909.58,38119.59
28/01/22,36220.53,36312.67,36212.47,36294.92
29/01/22,37080.63,37135.96,37080.63,37092.21
30/01/22,37843.54,37843.54,37822.36,37832.03
31/01/22,37850.11,37850.54,37838.22,37838.22
01/02/22,38495.66,38511.13,38495.66,38509.08
02/02/22,38549.83,38549.83,38473.19,38482.69
03/02/22,37495.01,37544.78,37495.01,37543.87
04/02/22,36795.98,36806.66,36773.96,36803.57
05/02/22,40517.41,40554.89,40511.82,40523.11
06/02/22,41699.38,41703.96,41657.49,41680.2
07/02/22,41543.98,41543.98,41543.98,41543.98
08/02/22,44107.36,44107.36,44066.57,44068.84
09/02/22,43003.97,43012.22,42944.71,42959.08
10/02/22,44224.18,44248.51,44224.18,44232.73
11/02/22,45254.24,45289.88,45245.17,45255.01
12/02/22,42684.22,42746.09,42668.28,42742.77
13/02/22,42863.82,42889.9,42855.73,42889.9
14/02/22,41978.47,42015.49,41978.47,42015.49
15/02/22,42243.18,42296.42,42235.62,42296.42
16/02/22,44169.13,44169.13,44132.07,44152.97
17/02/22,43889.39,44170,43867.88,44149.25
18/02/22,41296.29,41296.29,41224.46,41259.28
19/02/22,40193.44,40196.54,40174.19,40183.08
20/02/22,40140.43,40145.93,40139.13,40140.43
21/02/22,38423.09,38423.09,38423.09,38423.09
22/02/22,37761.56,37853.56,37746.74,37780.44
23/02/22,37733.92,37733.92,37675.1,37695.62
24/02/22,37787.37,37818.83,37759.32,37818.83
25/02/22,36456.62,36483.37,36376.19,36376.19
26/02/22,38685.59,38685.59,38617.75,38655.21
27/02/22,39149.58,39154.14,39149.58,39152.98
28/02/22,38896.58,38918.58,38895.33,38895.33
01/03/22,41228.49,41228.49,41171.43,41171.43
02/03/22,43857.31,43868.21,43819.77,43836.3
03/03/22,43621.93,43650.85,43614.14,43632.62
04/03/22,42264.59,42295.5,42264.59,42292.27
05/03/22,40614.01,40648.37,40599.45,40599.45
06/03/22,39424.5,39424.5,39378.63,39378.63
07/03/22,38900.7,38910.09,38855.11,38875.4
08/03/22,37977.34,38021.78,37927,38017.21
09/03/22,38664.99,38715.06,38664.99,38673.58
10/03/22,42050.58,42050.58,42016.85,42016.85
11/03/22,39205.99,39217.33,39146.81,39159.02
12/03/22,38602.54,38654.71,38602.07,38642.7
13/03/22,39063.33,39063.33,39028.36,39028.36
14/03/22,38859.3,38863.47,38764.1,38775.68
15/03/22,38805.15,38866.9,38800.55,38850.06
16/03/22,39736.87,39785.77,39736.87,39785.77
17/03/22,40887.91,40899,40796.27,40803.02
18/03/22,40906.04,40910.96,40887.9,40905.5
19/03/22,42085.13,42247.66,42083.66,42211.55
20/03/22,42041.57,42062.92,42032.76,42062.92
21/03/22,41410,41410,41410,41410
22/03/22,41198.64,41199.35,41160.54,41160.54
23/03/22,42289.41,42365.49,42289.41,42347.51
24/03/22,42242.37,42250.67,42207.98,42245.67
25/03/22,43953.46,43953.46,43936.21,43938.2
26/03/22,44470.72,44470.72,44426.82,44427.52
27/03/22,44395.41,44395.92,44373.62,44395.92
28/03/22,44864.48,44874.5,44864.48,44872.86
29/03/22,47974.06,47974.67,47940.05,47948.78
30/03/22,47736.91,47752.5,47719.74,47720.7
31/03/22,47111.7,47164.96,47096.44,47164.96
01/04/22,45617.11,45651.98,45609.57,45614.32
02/04/22,46382.07,46382.07,46365.18,46372.11
03/04/22,46150.89,46150.89,46147.87,46147.87
04/04/22,46440.01,46442.11,46440.01,46442.11
05/04/22,45933.78,45947.64,45906.76,45906.76
06/04/22,46023.56,46044.38,46021.22,46028.66
07/04/22,43772.45,43775.99,43720.2,43755.65
08/04/22,43389.57,43436.95,43389.57,43429.61
09/04/22,42739.32,42785.35,42684.64,42785.35
10/04/22,42549.99,42576.64,42549.98,42559.67
11/04/22,43282.6,43310.46,43272.38,43303.41
12/04/22,39981.1,40088.28,39944.81,40028.31
13/04/22,39321.1,39343.34,39273.65,39336.39
14/04/22,41050.01,41062.06,41029.46,41045.94
15/04/22,39767.37,39793.09,39767.37,39773.75
16/04/22,40321.6,40321.6,40297.27,40319.88
17/04/22,40225.16,40225.16,40213.29,40218.95
18/04/22,40399.49,40418.18,40395.56,40407.79
19/04/22,40717.85,40768.56,40717.85,40746.03
20/04/22,41406.05,41406.05,41306.91,41363.26
21/04/22,41200.36,41244.58,41200.36,41244.58
22/04/22,41244.49,41244.49,41152.11,41159.2
23/04/22,39490.38,39514.35,39476.68,39480.71
24/04/22,39774.97,39783.89,39772.07,39772.07
25/04/22,39712.05,39746.93,39712.05,39734.51
26/04/22,40251.85,40291.86,40251.85,40255.95
27/04/22,38289.99,38314.41,38240.44,38279.09
28/04/22,38876.08,38898.6,38836.12,38860.88
29/04/22,39977.24,39986.91,39952.71,39952.71
30/04/22,38372.63,38373.7,38317.28,38367.06
01/05/22,38484.87,38484.87,38434.03,38450.81
02/05/22,37803.32,37828.18,37803.32,37828.18
03/05/22,38556.53,38582.19,38541.67,38582.19
04/05/22,37703.08,37717.12,37696.44,37717.12
05/05/22,39834.48,39857.03,39831.9,39857.03
06/05/22,36271.02,36316.41,36246.62,36298.51
07/05/22,35993.92,35993.92,35955.73,35955.73
08/05/22,35869.73,35869.73,35865.22,35866.05
09/05/22,34587.02,34638.27,34587.02,34610.5
10/05/22,30960.24,31193.63,30921.51,31158.04
11/05/22,31316.37,31331.73,31301.83,31302.74
12/05/22,29323.69,29514.75,29285.61,29514.75
13/05/22,28570.62,28630.25,28558.22,28562.64
14/05/22,30039.9,30051.02,30016.29,30051.02
15/05/22,29311.63,29316.42,29277.48,29277.48
16/05/22,30430.93,30442.34,30423.17,30423.17
17/05/22,29555.88,29578.65,29534.65,29565.35
18/05/22,30072.62,30072.62,30024.68,30038.87
19/05/22,29237.5,29257.74,29237.5,29240
20/05/22,29925.07,29936.06,29912.03,29926.83
21/05/22,29265.95,29280.86,29250,29255.84
22/05/22,29441.13,29441.13,29422.52,29422.52
23/05/22,29895.87,29933.41,29895.87,29933.41
24/05/22,29043.83,29122.29,29010,29122.07
25/05/22,29371.41,29377.25,29344.59,29344.59
26/05/22,29572.03,29572.03,29525.44,29525.44
27/05/22,29353.13,29376.14,29340.01,29376.14
28/05/22,28813.62,28824.85,28766.56,28772.84
29/05/22,28991.83,28991.83,28985.31,28989.21
30/05/22,29087.56,29113.53,29086.48,29113.48
31/05/22,30624.62,30624.89,30605.4,30616.5
01/06/22,31610.61,31670.68,31610.61,31670.68
02/06/22,30076.79,30119.91,30073.16,30119.9
03/06/22,30282.4,30283.33,30273.3,30274.71
04/06/22,29547.81,29547.81,29547.81,29547.81
05/06/22,29623.41,29623.41,29611.07,29614.79
06/06/22,30037.19,30076.02,30037.19,30076.02
07/06/22,31456.98,31456.98,31426.4,31435.67
08/06/22,31075.84,31094.13,31049.65,31085.95
09/06/22,30117.01,30129.36,30088,30088.01
10/06/22,29975.75,29975.75,29950,29953.39
11/06/22,28951.83,28974.21,28939.4,28974.21
12/06/22,28571.75,28571.75,28532.49,28550.55
13/06/22,27383.72,27422.09,27376.53,27404.65
14/06/22,23147.74,23264.65,23147.74,23264.65
15/06/22,22159.78,22195.31,22146.4,22149.3
16/06/22,21597.13,21721.56,21597.13,21715.55
17/06/22,20837.7,20901.48,20834.26,20901.48
18/06/22,20497.41,20521.51,20497.4,20506.39
19/06/22,18038.44,18048.32,18006.96,18032.13
20/06/22,20104.68,20153.09,20104.68,20124
21/06/22,20042.86,20075.23,20042.86,20072.04
22/06/22,20863.25,20889.75,20850,20889.75
23/06/22,20115.38,20130.73,20094.1,20111.62
24/06/22,20894.01,20906.06,20883.09,20901.26
25/06/22,21239.02,21250,21223.74,21240.67
26/06/22,21200.72,21208.04,21200.72,21208.04
27/06/22,21275.99,21279.31,21275.98,21279.31
28/06/22,20840.83,20873.27,20840.83,20857.57
29/06/22,20230.56,20255.85,20230.47,20255.85
30/06/22,20205.74,20273.73,20205.74,20273.73
